DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Chatz,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chatz Coffee,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chat's Of San Francisco,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chatz Coffee Shop,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chatz Coffee Tea & More,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chatz Coffee & Tea,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chatz Coffee Tea & Etc,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Coffee Chatz,301 Arkansas St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
La Torta Gorda,2833 24th St,La Torta Gorda,KJ60hbQU50Q_TJm9kJezuQ,$,4,299,Mexican,FALSE,2833 24th St
Rouge,1500 Broadway,Rouge Makeup Salon,wdnaY3O_FRVSSMzebLW9dw,$$,4.5,76,Makeup Artists,TRUE,130 Thompson St
City Nights,715 Harrison St,City Nights,dmh83NEnwnedexgR8DnkiQ,$$,2,286,Dance Clubs,FALSE,715 Harrison St
Hung Phat Bakery,223 Jones St,Saigon Sandwich,hqQoVK0vadOX7_4gN1sh3g,$,4.5,3237,Vietnamese,FALSE,560 Larkin St
Sakanabune Japanese Restaurant,5701 Geary Blvd,Sakana Bune Japanese Restaurant,JdHEVcbbZjr4GR2m-69-yA,$$,3.5,643,Sushi Bars,FALSE,5701 Geary Blvd
Cafe Destijl,1075 Front St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Suppenkuche,525 Laguna St,Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,$$,4,3114,German,FALSE,525 Laguna St
Maggie F Szeto,138 Orsi Cir,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Maggie Cafe,848 Grant Ave,Maggie's At The Main,RGQbCW0dmF-tLysRORh1iw,No record in Yelp,4,1,Coffee & Tea,FALSE,460 S Main St
La Copa Loca Llc,3150 22nd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sun Rise Restaurant,3126 24th St,Sun Rise Restaurant,JoH_yAdSZRSqh-QvpDjxfw,$,4,345,Latin American,FALSE,3126 24th St
Mo's Grill Inc,1322 Grant Ave,Vernick Food & Drink,mtvT7uRey3F395STFRM1Tg,$$$,4.5,934,American (New),FALSE,2031 Walnut St
Mo's Gourmet Hamburger,1322 Grant Ave,Mayfair Diner,EpFFiPHKx9yP-WqOCuxRCw,$,3,100,Diners,FALSE,7373 Frankford Ave
Mo's Restaurant,1322 Grant Ave,Mo' Burger,TwRTzs1xjbkU86fFz-Q-Dg,$$,2.5,24,Burgers,FALSE,77 Sands Blvd
Mo's,1322 Grant Ave,Mo's Towing,kzrDJU_oDtO_uNW1ViYsfw,No record in Yelp,5,1,Roadside Assistance,FALSE,"Philadelphia, PA 19131"
The Richmond,615 Balboa St,The Richmond,1KbZaqEdZkn6LHlA55M64g,$$$,4.5,675,American (New),FALSE,615 Balboa St
Culinary Magic,2840 Folsom St,Cooking with Awesome Kitchen,aIKR1wMLDtBpA4lpss7Klg,No record in Yelp,5,5,Personal Chefs,FALSE,"Pacifica, CA 94044"
Acrobat Staffing,665 3rd St Ste 415,The Service Companies,3CnrsRpxgUroQU726MPWaQ,No record in Yelp,3,31,Employment Agencies,FALSE,665 Third St
Acrobat Outsourcing,665 3rd St Ste 415,Acrobat Outsourcing - San Jose,9mZcrRQOdTUvMgMlyrMU6Q,No record in Yelp,3,4,Employment Agencies,FALSE,1585 The Alameda
Latte Express #4,648 4th St,Bard & Baker Board Game Cafe,r9MEjFJUt41aOWk9k7EDLQ,$$,4.5,32,Cafes,FALSE,501 Broadway
Sens Restaurant,4 Embarcadero Ctr,Sens Restaurant,TCvzZi55lnXP9bDrJdPARQ,$$,3.5,944,Venues & Event Spaces,FALSE,4 Embarcadero Ctr
Beretta,1199 Valencia St,Beretta,4KfQnlcSu4bbTqnvGdGptw,$$,4,3593,Italian,FALSE,1199 Valencia St
Ben & Jerry's,1480 Haight St,Ben & Jerry's,VAyb61CscwPslmFYZvR7Sg,$$,3.5,150,Ice Cream & Frozen Yogurt,FALSE,1480 Haight Street
Nopa,560 Divisadero St,Nopa,ttarnopezxmp2ROB1N2PaA,$$$,4,5052,American (New),FALSE,560 Divisadero St
Capannina Restaurant,1809 Union St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Claddagh Coffee,951 Geneva Ave,Claddagh Coffee,E57pVQIALaavqxkbobVRow,$,3,64,Coffee & Tea,FALSE,951 Geneva Ave
Superior Palace Seafood Rest,3546 Balboa St,Superior Palace,aiASj7pJtkGJQfOOmyz5bA,$$,3.5,139,Chinese,FALSE,3546 Balboa St
New Mings Restaurant,641 Mission St,New Ming's Restaurant,1nzk92bfVUq-NSNsilrmQQ,$,3.5,397,Chinese,FALSE,641 Mission St
Sugar Lounge,377 Hayes St,Sugar Lounge,TVRand2wmHT67J5WMsiBcA,$$,3.5,581,Lounges,FALSE,377 Hayes St
Doc's Clock,2575 Mission St,Doc's Clock,kI9nCi6rP3wqigJnX5w1jA,$,3.5,410,Dive Bars,FALSE,2417 Mission St
Picnix Bistro & Carry Out,3872 Sacramento St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Encore Karaoke Lounge,1550 California St Fl 2,Encore Karaoke Lounge,ShCrKj1Gg4T-NpI12rKczg,$,3,516,Karaoke,FALSE,1550 California St
Sausalito Espresso,50 Beale St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sausalito Cafe #2,50 Beale St Ste 104,Surisan,i09UMzccKgyLwGYKDVP28w,$$,4.5,1814,Korean,FALSE,505 Beach St
Green Olive,50 Post St Ste 58,Green Olive,n22Ndoz1YQ6vI0oFvRDD9A,$$,4,84,Salad,FALSE,50 Post St
Healthy Meals For Busy People,1651 Greenwich St,Garbo's Personal Chef Service,-1EqCoPdqzQwHqeM-HfkJw,No record in Yelp,5,16,Personal Chefs,FALSE,1651 Greenwich St
Don Chuys Mexi-Mercado,544 Excelsior Ave,Don Chuys Mexi-Mercado,BAHj-GU6zIpwJJJErUBheQ,$,4.5,64,Delis,FALSE,544 Excelsior Ave
Ls Caffe,2871 24th St,L's Caffe,tE1iZfdyB6UwqupnQ5a1Gw,$,4.5,220,Coffee & Tea,FALSE,2871 24th St
Banhwich,1105 Taraval St,Banhwich,cac6q5C271Yve86zQl5ScQ,$,3.5,222,Vietnamese,FALSE,1105 Taraval St
Le Petitt's Kitchen,265 Golden Gate Ave,Le Petitt's Kitchen,au6IWLg6TlCK7z-QYgTIEA,$,4,131,Sandwiches,FALSE,265 Golden Gate Ave
Java Beach Cafe Inc,1396 La Playa St,The Grove Yerba Buena,4_hIVof0Q8dfUBwlREOEGg,$$,3.5,1938,Sandwiches,FALSE,690 Mission St
Let's Be Frank,1726 Mission St,Let's Be  Frank,twg95DI2El9iZXE5tyrcEQ,No record in Yelp,4.5,10,Hot Dogs,FALSE,"San Francisco, CA 94102"
Let's Be Frank,3318 Steiner St,Let's Be  Frank,twg95DI2El9iZXE5tyrcEQ,No record in Yelp,4.5,10,Hot Dogs,FALSE,"San Francisco, CA 94102"
Lets Be Frank,Bldg 110 Hunters Point Shipyrd,Let's Be  Frank,twg95DI2El9iZXE5tyrcEQ,No record in Yelp,4.5,10,Hot Dogs,FALSE,"San Francisco, CA 94102"
The Plant Cafe Organic,3352 Steiner St,The Plant Café Organic,rR_7mgpw0FmPgrTMJRsmuQ,$$,3.5,959,Vegetarian,FALSE,3352 Steiner St
The Plant,Pier 3 The Embarcadero 108,The Plant Cafe Organic,5jAQK1TPVPl_YhoLdnW5Ew,$$,3.5,522,Vegetarian,FALSE,101 California St
The Plant Cafe Organic,101 California St,The Plant Cafe Organic,5jAQK1TPVPl_YhoLdnW5Ew,$$,3.5,522,Vegetarian,FALSE,101 California St
The Plant Cafe Organic,958 Illinois St,The Plant Cafe Organic,Dola5XkJBT8IxVgZHWt1zA,$$,3,91,Vegetarian,FALSE,2335 3rd St
Sankaku Sushi & Noodle #1 & #3,S.f Int'l Airport #1 & #3,Wakaba Sushi & Noodle,MTpSXMIQBEny6EE6045o5g,$$,3,312,Sushi Bars,FALSE,780 S Airport Blvd
Wakaba,2 Terminal International Airport,Wakaba,NXU_WMm9jvl-rzyDn3Fb3Q,$$,4,93,Sushi Bars,FALSE,20506 Milwaukee Ave
Evas Catering,1707 Mckinnon Ave,Pearl White Wedding,E1NnqX9VvzfxZmzbohiYkA,$$,4.5,51,Bridal,FALSE,37126 Maple St
Hawaiian Drive Inn,2600 San Bruno Ave,Hawaiian Drive Inn,HBoimLjD4YBuY2pmwpQkWA,$,3.5,129,Hawaiian,FALSE,2600 San Bruno Ave
Bento House,448 Larkin St,The Bento House,hmp8-9a8gUVV02QpAO9-Pg,$$,3.5,101,Japanese,FALSE,801 Washington St
Sqwers Restaurant,3015 Geary Blvd,SQwers Izakaya & Sushi Bar,kcMcsRZfP3vtBcAFZR11LA,$$,4,247,Japanese,FALSE,3015 Geary Blvd
Eighteen C,3406 18th St,The Detour,baBm-bI_vUV2BmWe-ZdkgA,$$,4,322,Bars,FALSE,2200 Market St
Yamo,3406 18th St,Yamo,D1-_5ff4aic1-7rLqzUd4g,$,4,1961,Burmese,FALSE,3406 18th St
The Sunset's Best Seafood Rest,3060 Taraval St,Sunset's Best Seafood Restaurant,LFxokisnLXNgVKpM_fJZqA,$,3.5,98,Chinese,FALSE,3060 Taraval St
Spitfire Rose Bar,1790 San Jose Ave,California Gold,PhL_pELwza9bPJAPEcpLaQ,No record in Yelp,5,15,Pubs,FALSE,848 B St
Univrsl Accntng/bookkeeping Sl,778 Lakeview Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sanguchon,778 Lakeview Ave,Sanguchón Peruvian Food Truck,I2aW4QywdLgZJzdweu967w,$,4,368,Peruvian,FALSE,"San Francisco, CA 94103"
Chicama,778 Lakeview Ave,Chicama Peruvian Cevichería Food Truck,bd-WJw-Xlx_cRVY0T95D0w,No record in Yelp,4,1,Food Trucks,FALSE,937 Harrison St
Tart To Tart Inc,641 Irving St,Easy Breezy Frozen Yogurt,2SZWoWsms1k79Ok2PUoM6g,$,4,248,Ice Cream & Frozen Yogurt,FALSE,4028 24th St
Terzo,3011 Steiner St,Terzo,mpuhp2b83qNAKcE19-dSjQ,$$$,4,624,Mediterranean,FALSE,3011 Steiner St
Joe's Coffee Shop,6134 Geary Blvd,Joe's Coffee Shop,XSkH6XIxgGiGN3fVkHy2jg,$,4,334,Diners,FALSE,6134 Geary Blvd
Revolution Cafe,3248 22nd St,The Revolution Cafe,XmJvy41_tJLOS8WCAVQB5g,$,3.5,534,Coffee & Tea,FALSE,3248 22nd St
Bambino's Ristorante,945 Cole St,Bambino's Ristorante,smceLM-VDB5jkILB6OSSvg,$$,4,555,Pizza,FALSE,945 Cole St
Evergreen Garden Restaurant,3100 18th St,Evergreen Garden Restaurant,cCASSaLEdfFquYbfjHC2_g,$,3.5,379,Vietnamese,FALSE,3100 18th St
Tokyo Food Express,1095 Hyde St,Tokyo Express,S3WHEyZlU5tutkUgJoRLxA,$$,3.5,452,Sushi Bars,FALSE,814 Mission St
Grattawines,1469 Hudson Ave,Gratta Wines,iUItI6jdRQY4fuSBT7nhRQ,$$,5,23,Wine Bars,FALSE,5273 3rd St
Cafe Rx,1013 Torney Ave,Cafe RX,KVS0OdANm72la3ZC-3VZHw,$$,4,118,Breakfast & Brunch,FALSE,1013 Torney Ave
Bruno's Restaurant,2389 Mission St,Bruno's Pizzeria,miitrMzuWgi4nzNeb-yLNg,$$,3.5,211,Pizza,FALSE,1375 Fillmore St
Velvet Cantina,3349 23rd St,Velvet Cantina,jHCtJJycHt5DLAlPjQ0PoA,$$,4,1231,Mexican,FALSE,3349 23rd St
El Zarape,3349 23rd St,El Zarape,k5bSZUATFXe9dw4rgt1eXQ,$$,3,79,Mexican,FALSE,311 E Weber Ave
Nueva Cantina,3349 23rd St,Nueve Mexican Bar & Grill,e8txDCFyTtnsl2VJG-iR_Q,$$,3.5,666,Mexican,FALSE,851 Cherry Ave
Blue,2337 Market St,Blue Plate,rxY7canIJeXtICb6lprUcQ,$$$,4,1410,American (Traditional),FALSE,3218 Mission St
New Eritrea Restaurant & Bar,907 Irving St,New Eritrea Restaurant & Bar,u6AFSw9Hawsjhf7hmFdoSg,$$,4,728,Ethiopian,FALSE,907 Irving St
Vinorosso,629 Cortland Ave,VinoRosso,cJPJfRHoQl0W3U2QkRhrdg,$$,4,187,Italian,FALSE,629 Cortland Ave
Cinna Bar,397 Ellis St,Cinnabar,nih7Qmu4zzb0a8Th0cmXjA,$,4,40,Dive Bars,FALSE,397 Ellis St
Hipp Kitchen,236 West Portal 505,Hipp Kitchen,tMVZiwY2sgruAHD9O9haWA,No record in Yelp,5,14,Personal Chefs,FALSE,236 W Portal
Piazza Pellegrini,659 Columbus Ave,Piazza Pellegrini,5K6QqbUEudvCO0HyRqAJ4g,$$,3.5,667,Italian,FALSE,659 Columbus Ave
Piazza Pellegrini,699 Columbus Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Estrellita Snacks,2973 Folsom St 18,La Estrellita Snack,iQpL3T7RD6BicmnfEDSTjQ,$,4.5,8,Latin American,FALSE,2948 Folsom St
Estrellita's Snacks,100 Alemany Blvd,La Estrellita Snack,iQpL3T7RD6BicmnfEDSTjQ,$,4.5,8,Latin American,FALSE,2948 Folsom St
Estrellitas Snacks,80 Grove St,Taqueria Tlaxcalli,ZZxYVgodx2TxbYwh-0YU1w,$$,4.5,587,Mexican,FALSE,2103 Starling Ave
The Homestead,2301 Folsom St,The Homestead,uRxCjtTvJpcrD510tIDKcA,$,4,343,Bars,FALSE,2301 Folsom St
Stanley's Steamers,125 Stillman St,Above and Beyond Carpet and Upholstery Cleaning,lL3_B1PabcCz6zqWyf4DAA,No record in Yelp,5,46,Carpet Cleaning,FALSE,"Fairfield, CT 06431"
Patxis Chicago Pizza,3318 Fillmore St,Patxi's Pizza,mMbfBqC3RHiGWGZoY0eWCg,$$,3.5,927,Pizza,FALSE,3318 Fillmore St
Patxis Chicago Pizza,511 Hayes St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Patxis Chicago Pizza,822 Irving St,Patxi's Pizza,fIOva7HaL9WhFUUQwxn9TQ,$$,3.5,740,Pizza,FALSE,822 Irving St
Patxis Pizza,4042 24th St,Patxi's Pizza,s-9OIo45O9SMoGpBzyL2fQ,$$,3,828,Pizza,FALSE,4042 24th St
Danilo Bakery Inc,516 Green St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Caffe Baonecci,516 Green St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Columbus Cafe,562 Green St,Columbus Cafe,Ibz2bWXEU2kLjVYBtB4BPg,$,4,339,Dive Bars,FALSE,562 Green St
Cafe Bean,800 Sutter St,Cafe Bean,8me3E8m_LxwSuf_BZKNqjQ,$,4,169,Coffee & Tea,FALSE,800 Sutter St
Coi,373 Broadway,Coy's Auto Repair,ExhtunZqDEfmYbF6y5UTJg,No record in Yelp,4,4,Auto Repair,FALSE,640 Utica Ave
New Restaurant Group,425 Broadway,The Misfit Restaurant + Bar,oeGUPhxvWRD_MEhidhafLQ,$$,4,3835,Bars,FALSE,225 Santa Monica Blvd
Hazels Kitchen,1319 18th St,Hazel,734GUmdnKEElSIC0jkK2wg,$$$,4,341,American (New),FALSE,808 V St NW
Enjoy Vegetarian Restaurnt Llc,754 Kirkham St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Enjoy Vegetarian Restaurnt Llc,839 Kearny St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Enjoy Vegetarian Restaurantllc,5344 Geary Blvd,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Green Garden Restaurant,434 Broadway St,Green Garden Village,-2FAuHbWsc_rxuSaeYAhCw,$$,4,30,Dim Sum,FALSE,216 Grand St
Mdjk Food Service,1390 Wallace Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Little Delhi India Restaurant,83 Eddy St,Little Delhi,Qr0dBKxCtWWUr9bJ74aWQA,$$,4,1949,Indian,FALSE,83 Eddy St
Um Ma Son,5850 Geary Blvd,Um Ma Son,NcwP3kUy90oadOkRLcGO4w,$$,4,393,Korean,FALSE,5850 Geary Blvd
Myo Oo,305 Bay St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Myo Oo,15 Marina Blvd,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Capurro's,498 Jefferson St,Llama Inn,BBPiBgyMmLX5RzaKCB0AeQ,$$$,4,454,Peruvian,FALSE,50 Withers St
7-Mission Restaurant,150 7th St,7 Mission Restaurant,nik97G8-H0rFoJKO4X3ZIA,$,3.5,240,Vietnamese,FALSE,150 7th St
El Gran Taco Loco,3306 Mission St,El Gran Taco Loco,lZLVA0NaNUfmPto2CWia-Q,$,3.5,118,Mexican,FALSE,4591 Mission St
La Laguna,3906 3rd St,La Laguna Taqueria,yjD16DQ2GI1I0c2rmVI8zA,$,4,120,Mexican,FALSE,3906 3rd St
Cordon Bleu Restaurant,1574 California St,Cordon Bleu,Di4kb-1tnjP5OKFuV8qbUA,$,4,1057,Vietnamese,FALSE,1574 California St
El Norteno,801 Bryant St,El Norteno Taco Truck,2ZgnUtbF_qqbyfKZ9Tvhcg,$,4,199,Mexican,FALSE,801 Bryant St
Kitchen Istanbul,349 Clement St,Kitchen Istanbul,Wcd6K6APT-yWVCSi4oq-kg,$$$,4.5,473,Greek,FALSE,349 Clement St
Two Jacks Seafood,401 Haight St,Two Jacks Seafood,jnwvfL75CfMAENBAOlXUJQ,$,3.5,83,Seafood,FALSE,401 Haight St
Sam's Diner,1220 Market St,SAM's Diner,PIGioaSFPfnSxZ-o8yNvJA,$$,4,775,American (Traditional),FALSE,1220 Market St
Kate Obriens Irish Bar & Rest,577 Howard St 100-210,Kate O'Brien's Irish Bar & Grill,z8baJ6a5QlV8Atl2x6FgTw,$$,3,448,Pubs,FALSE,579 Howard St
Lafayette Coffee Shop,250 Hyde St,Lafayette Coffee Shop,O16fNPE0FtAi63D4VFRAXA,$,4,49,American (Traditional),FALSE,611 Larkin St
Piccino,1001 Minnesota St,Piccino,i2VhtC1JkV_sZOA4urd1ng,$$,4,1404,Italian,FALSE,1001 Minnesota St
Karla I Coello,770 Natoma St C,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Roadhouse Cafe,5191 3rd St,Road House Coffee Company,0MGLcD6JKXL1iJvA9CxSCw,$,3.5,22,Coffee & Tea,FALSE,5191 3rd St
Chef Hunan Chinese Restaurant,4661 Mission St,Chef Hunan,4z8ySDFczYWgLk1jDyEpKw,$,4,48,Chinese,FALSE,4661 Mission St
Double Play,2401 16th St,Coin-Op Game Room,eodDLWAdusF4V_knF575Ew,$$,4,786,Sports Bars,FALSE,908 K St
Vikings Giant Sub,2906 Diamond St,Dalessandro's Steaks and Hoagies,RQAF6a0akMiot5lZZnMNNw,$,4.5,2232,Sandwiches,FALSE,600 Wendover St
Yucatasia Deli & Sandwich,2164 Mission St,Yucatasia,elUyTTbvp8kGVBBULrXiwg,$,4,67,Mexican,FALSE,2164 Mission St
O'neill's Irish Pub,747 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Polo Grounds Pub & Grill,747 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Aroma Buena Catering Inc,155 Gardenside Dr 32,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tres Tequila Lounge & Mex Kitc,130 Townsend St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tres Truck,130 Townsend St,Tres Truck,y019m3BjBcuoNr-mVQpqrA,$,3,26,Food Trucks,FALSE,130 Townsend St
Yakiniku House Juban,1581 Webster St,Juban Yakiniku House,Aek7a_feI3mu3vR6VZ4OVw,$$,3,135,Japanese,FALSE,1204 Broadway
Rumble Fish,200 23rd Ave,Zushipoke,0dFeimiXpwXAC445r9xsVQ,$$,4.5,103,Poke,FALSE,2407 8th Ave S
The Salt House,545 Mission St,Salt House,jk1T4xIb_FH_SsiVng43HA,$$$,3.5,1728,American (New),FALSE,545 Mission St
Salt House,545 Mission St,Salt House,jk1T4xIb_FH_SsiVng43HA,$$$,3.5,1728,American (New),FALSE,545 Mission St
Uva Enoteca,568 Haight St,Uva Enoteca,8FEy6ZgLlP9RlE_C_6KpKw,$$,4,919,Italian,FALSE,568 Haight St
Club Bottoms Up,4704 Mission St,Bottom's Up,aG0R24iGkSdQARo_9h_NOA,$$,3,193,Lounges,FALSE,4704 Mission St
Sushi Suki Restaurant,360 West Portal Ave Ste C,Sushi Suki,OVbF_IMHhBDi62Njm7zs9w,$$,3.5,154,Sushi Bars,FALSE,360 W Portal Ave
315 Granada,315 Granada Ave,Chez TJ,AQG8enVJnGepbVow2Jp7SA,$$$$,4,688,French,FALSE,938 Villa St
1418 Ocean,1418 Ocean Ave,Philz Coffee,cORp0lwd6Gq6AQ692gjTcw,$$,4,165,Coffee & Tea,FALSE,1110 Ocean Ave
1410 Ocean,1410 Ocean Ave,"Ocean Avenue Dental, Larry Rabinowitz, DMD",NpFJtfKX86uVwjteGcDQhg,No record in Yelp,3.5,3,General Dentistry,FALSE,1401 Ocean Ave
Jasmine Rae Bakery,1890 Bryant St Ste 309,Jasmine Rae Bakery,jTGq7abIQVjxJW62HNx4og,$$,4.5,82,Bakeries,FALSE,1890 Bryant St
Jasmine Rae Cakes,1890 Bryant St Ste 309,Jasmine Rae Bakery,jTGq7abIQVjxJW62HNx4og,$$,4.5,82,Bakeries,FALSE,1890 Bryant St
Papalote,3409 24th St,Papalote Mexican Grill,jwb3vTh8rn3OsN9wlI56-Q,$$,3.5,2189,Mexican,FALSE,3409 24th St
Papalote,1777 Fulton St,Dos Toros Taqueria,9vISn2VuyhBgB3C1I6pyvw,$,3.5,145,Mexican,FALSE,189 Bedford Ave
Perbacco,230 California St,Perbacco,ztL8KI0ed0snCiK88ZUfNw,$$$,4,2007,Italian,FALSE,230 California St
Simple Pleasures Cafe,3434 Balboa St,Simple Pleasures Cafe,qkArHlJuZHD4Cqe98yCnFQ,$,3.5,452,Bagels,FALSE,3434 Balboa St
Cafe Simple Pleasures,3434 Balboa St,Simple Pleasures Cafe,qkArHlJuZHD4Cqe98yCnFQ,$,3.5,452,Bagels,FALSE,3434 Balboa St
Simple Pleasures,3434 Balboa St,Simple Pleasures Cafe,qkArHlJuZHD4Cqe98yCnFQ,$,3.5,452,Bagels,FALSE,3434 Balboa St
Sf Private Dining Venues,2100 Van Ness Ave,Great American Music Hall,X951ttjAjpKwsz2QJX5iGw,$$,4.5,786,Music Venues,FALSE,859 O'Farrell St
The Napper Tandy,3200 24th St,The Napper Tandy,LxwEIqPbyYlceMVOomUd6g,$$,4,325,Pubs,FALSE,3200 24th St
Sofia Pinzon,182 Cayuga Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cafe Le,2895 Van Ness Ave,Cafe Le,vgiU8UE46jooixi8yk2GAw,$,4,43,Coffee & Tea,FALSE,2895 Van Ness Ave
Maggie Redic,310 Laidley St,Baby Blues BBQ,GGdphTw9TXYGu1HPtNT3BA,$$,3.5,1077,Barbeque,FALSE,3149 Mission St
El Rio Your Dive,3158 Mission St,El Rio,hcGPjfWl8RnmxewFaGemdQ,$,4,782,Music Venues,FALSE,3158 Mission St
Bourbon And Branch,501 Jones St,Bourbon & Branch,aud84H-NpMx3opWPtLX-vg,$$$,4,3112,Cocktail Bars,FALSE,501 Jones St
Cap'n Mike's Holy Smoke,270 Noe St,Cap'n Mike's Holy Smoke,#NAME?,$$,4,78,Seafood,FALSE,1 Ferry Bldg
Cap'n Mike's Holy Smoke Llc,1 Ferry Builing 0050,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Good Pastures Meatco Inc,1 Ferry Bldg 33,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Prather Ranch Meat Company,1 Ferry Building 33,Prather Ranch Meat Company,MnM4VndsvpA0INfHC3b9PQ,$$,4,316,Meat Shops,TRUE,1 Ferry Building
Bank Of America Club,555 California St,First Republic Bank,wOJ_ucGiVNDg2s_wfRnLfA,No record in Yelp,4,90,Banks & Credit Unions,FALSE,101 Pine St
Bank Of America Restaurant,555 California St,Bank of America,0sNzC6DnSAwfmskpOLnLcQ,No record in Yelp,3,42,Banks & Credit Unions,FALSE,445 Powell St
Canyon Market,2815 Diamond St,Canyon Market,H39BoDMLpgiYNvoidKFDCw,$$$,4,463,Grocery,FALSE,2815 Diamond St
Panchitas Restaurant #2,3091 16th St,Panchita's Restaurant,fzhWuy8DD4Gr9HwDLaWISA,$$,4,695,Salvadoran,FALSE,3091 16th St
Campos Property,4901 4905 Mission St,Saxe Real Estate,XxmUKtIkU-xj7wNyBYIiRw,No record in Yelp,4.5,50,Real Estate Services,FALSE,1999 Van Ness Ave
Panchitas Pupusas Truck,337 Valencia St,Panchita's Restaurant,fzhWuy8DD4Gr9HwDLaWISA,$$,4,695,Salvadoran,FALSE,3091 16th St
Miraloma Market,755 Portola Dr,Miraloma Market,5tsXQX2AmXKu-Oq6Pc83dA,$$,3,27,Grocery,FALSE,755 Portola Dr
